"Severity","Issue","File","Line","Text"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\workspace_projects.py","397","@router.post(""/{workspace}/projects/create"")"
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\api\workspace_projects.py","484","f""{project_root}/source/metadata/.keep"","
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\api\workspace_projects.py","485","f""{project_root}/source/native/.keep"","
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\api\workspace_projects.py","487","f""{project_root}/source/text/.keep"","
"INFO","Project base path helper usage","workers\insyt_processing_worker\app\api\workspace_project_create.py","6","build_project_base_path,"
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\api\workspace_project_create.py","24","""source/native"","
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\api\workspace_project_create.py","25","""source/text"","
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\api\workspace_project_create.py","26","""source/metadata"","
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\api\workspace_project_create.py","28","""source/preview"","
"REVIEW","Direct APC upload path literal","workers\insyt_processing_worker\app\api\workspace_project_create.py","29","""source/processing_center/uploads"","
"REVIEW","Direct APC jobs/staged/reports/archive path literal","workers\insyt_processing_worker\app\api\workspace_project_create.py","31","""processing_center/jobs"","
"REVIEW","Direct APC jobs/staged/reports/archive path literal","workers\insyt_processing_worker\app\api\workspace_project_create.py","32","""processing_center/staged"","
"REVIEW","Direct APC jobs/staged/reports/archive path literal","workers\insyt_processing_worker\app\api\workspace_project_create.py","33","""processing_center/reports"","
"REVIEW","Direct APC jobs/staged/reports/archive path literal","workers\insyt_processing_worker\app\api\workspace_project_create.py","34","""processing_center/archive"","
"REVIEW","Direct APC jobs/staged/reports/archive path literal","workers\insyt_processing_worker\app\api\workspace_project_create.py","35","""processing_center/removed"","
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\workspace_project_create.py","94","@router.post(""/{workspace}/projects/create"")"
"INFO","Project base path helper usage","workers\insyt_processing_worker\app\api\workspace_project_create.py","116","project_root = build_project_base_path("
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\workspace_project_create.py","176","@router.post(""/{workspace}/projects/ensure-folders"")"
"INFO","Project base path helper usage","workers\insyt_processing_worker\app\api\workspace_project_create.py","198","project_root = build_project_base_path("
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\workspace_protocols.py","24","@router.get(""/{workspace}/projects/{project_id}/protocol"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\api\workspace_protocols.py","194","@router.post(""/{workspace}/projects/{project_id}/protocol"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\routes\merge_dedupe.py","46","@router.post(""/merge-dedupe"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\routes\tools_merge_dedupe.py","175","@router.post(""/captured-entities/merge-selected-headers"")"
"INFO","Processing Center route decorator","workers\insyt_processing_worker\app\routes\tools_merge_dedupe.py","324","@router.post(""/merge-dedupe/import-captured-entities"")"
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\services\batch_service.py","91","prefix = f""{client_id}/{project_id}/source/native/"""
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\services\batch_service.py","93","prefix = f""{project_id}/source/native/"""
"REVIEW","Project display/storage conversion logic","workers\insyt_processing_worker\app\services\batch_service.py","545",".replace("" "", ""_"")"
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\services\summary_text_service.py","9","""/source/native/"","
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\services\summary_text_service.py","10","""/source/text/"","
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\app\services\summary_text_service.py","36","if ""/source/native/"" not in native_blob_name:"
"INFO","Project base path helper usage","workers\insyt_processing_worker\app\workers\processing_worker.py","25","from apc.azure_layout import AzureRoutingConfig"
"INFO","Project base path helper usage","workers\insyt_processing_worker\app\workers\processing_worker.py","220","def _routing_from_payload(payload: dict[str, Any]) -> AzureRoutingConfig:"
"INFO","Project base path helper usage","workers\insyt_processing_worker\app\workers\processing_worker.py","221","return AzureRoutingConfig.from_args("
"INFO","Project base path helper usage","workers\insyt_processing_worker\app\workers\processing_worker.py","364","""routing_prefix"": routing.prefix,"
"REVIEW","Project display/storage conversion logic","_legacy_app_backup\page.tsx","307","subtitle={`Create and manage batches for ${projectId.replaceAll(""_"", "" "")}.`}"
"REVIEW","Project display/storage conversion logic","_legacy_app_backup\page.tsx","578","subtitle={`Batch status for ${projectId.replaceAll(""_"", "" "")}.`}"
"REVIEW","Project display/storage conversion logic","_legacy_app_backup\files\page.tsx","100","subtitle={`All project files for ${projectId.replaceAll(""_"", "" "")}.`}"
"REVIEW","Project display/storage conversion logic","_legacy_app_backup\projects\page.tsx","27","name: projectId.replaceAll(""_"", "" ""),"
"REVIEW","Project display/storage conversion logic","_legacy_app_backup\review\page.tsx","106","title={batchId.replaceAll(""_"", "" "")}"
"REVIEW","Project display/storage conversion logic","_legacy_app_backup\review\page.tsx","107","subtitle={`Documents available for ${projectId.replaceAll(""_"", "" "")}.`}"
"REVIEW","Project display/storage conversion logic","_legacy_app_backup\search-folders\page.tsx","158","subtitle={`Create text or regex search folders for ${projectId.replaceAll(""_"", "" "")}.`}"
"REVIEW","Project display/storage conversion logic","_legacy_app_backup\user-access\page.tsx","298","label={project.replaceAll(""_"", "" "")}"
"REVIEW","Project display/storage conversion logic","_legacy_app_backup\user-access\page.tsx","404",".map((project) => project.replaceAll(""_"", "" ""))"
"REVIEW","Project display/storage conversion logic","_legacy_deploy_frontend_backup\src\app\batches\page.tsx","307","subtitle={`Create and manage batches for ${projectId.replaceAll(""_"", "" "")}.`}"
"REVIEW","Project display/storage conversion logic","_legacy_deploy_frontend_backup\src\app\batches\page.tsx","578","subtitle={`Batch status for ${projectId.replaceAll(""_"", "" "")}.`}"
"REVIEW","Project display/storage conversion logic","_legacy_deploy_frontend_backup\src\app\capture\batch-management\page.tsx","349","subtitle={`Create and manage batches for ${projectId.replaceAll(""_"", "" "")}.`}"
"REVIEW","Project display/storage conversion logic","_legacy_deploy_frontend_backup\src\app\capture\batch-management\page.tsx","786","subtitle={`Batch status for ${projectId.replaceAll(""_"", "" "")}.`}"
"REVIEW","Project display/storage conversion logic","_legacy_deploy_frontend_backup\src\app\capture\clients\page.tsx","150","{project.project_id.replaceAll(""_"", "" "")}"
"REVIEW","Project display/storage conversion logic","_legacy_deploy_frontend_backup\src\app\capture\new-project\page.tsx","308","{project.replaceAll(""_"", "" "")}"
"REVIEW","Project display/storage conversion logic","_legacy_deploy_frontend_backup\src\app\capture\new-project\page.tsx","371","{project.replaceAll(""_"", "" "")}"
"REVIEW","Project display/storage conversion logic","_legacy_deploy_frontend_backup\src\app\capture\search-folders\page.tsx","158","subtitle={`Create text or regex search folders for ${projectId.replaceAll(""_"", "" "")}.`}"
"REVIEW","Project display/storage conversion logic","_legacy_deploy_frontend_backup\src\app\capture\user-access\page.tsx","332","label={project.replaceAll(""_"", "" "")}"
"REVIEW","Project display/storage conversion logic","_legacy_deploy_frontend_backup\src\app\capture\user-access\page.tsx","438",".map((project) => project.replaceAll(""_"", "" ""))"
"REVIEW","Project display/storage conversion logic","_legacy_deploy_frontend_backup\src\app\search-folders\page.tsx","158","subtitle={`Create text or regex search folders for ${projectId.replaceAll(""_"", "" "")}.`}"
